publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
Washington Post,2020-07-20,How Gerrymandering Threatens Fair Representation - Report,left,0.3494172092691362,-0.0772,0.0772,0.0772,technology,left,-1.0,0.3494172092691362,0.232,0.263,0.505,2020,2020-07,2020Q3
Fox News,2020-07-20,Law Enforcement Officers Demoralized by Defund Movement | Opinion,right,0.4908488429554315,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.4908488429554315,0.0,0.245,0.755,2020,2020-07,2020Q3
New York Times,2020-07-20,Rural America Faces a Growing Healthcare Desert - Report,center,0.42667593539012283,0.1779,0.1779,0.1779,healthcare,center,0.0,0.42667593539012283,0.175,0.0,0.825,2020,2020-07,2020Q3
New York Times,2020-07-20,Global Supply Chain Disruptions Reshape the Economy Sources Say,left,0.5190776259771838,-0.34,0.34,0.34,economy,left,-1.0,0.5190776259771838,0.0,0.231,0.769,2020,2020-07,2020Q3
New York Times,2020-07-20,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2020,2020-07,2020Q3
New York Times,2020-07-20,How Misinformation Became a Public Health Crisis (Updated),left,0.48051833904042507,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.48051833904042507,0.0,0.516,0.484,2020,2020-07,2020Q3
Washington Post,2020-07-21,Education Gaps Widen as Pandemic Disrupts Learning | Opinion,left,0.48903282767210826,0.0,0.0,0.0,healthcare,left,-1.0,0.48903282767210826,0.0,0.0,1.0,2020,2020-07,2020Q3
CNN,2020-07-21,Infrastructure Bill Passes After Months of Negotiations Amid Growing Concerns,left,0.575968074050753,0.1779,0.1779,0.1779,other,left,-1.0,0.575968074050753,0.159,0.0,0.841,2020,2020-07,2020Q3
New York Times,2020-07-21,Global Supply Chain Disruptions Reshape the Economy,center,0.3504342103750114,-0.34,0.34,0.34,economy,center,0.0,0.3504342103750114,0.0,0.286,0.714,2020,2020-07,2020Q3
CNN,2020-07-21,Biden Administration Announces New Climate Targets (Updated),left,0.5264251075657267,0.0,0.0,0.0,politics,left,-1.0,0.5264251075657267,0.0,0.0,1.0,2020,2020-07,2020Q3
Washington Post,2020-07-22,Tech Regulation Stalls as Industry Influence Grows - Report,right,0.46491943525864465,0.0,0.0,0.0,technology,right,1.0,0.46491943525864465,0.0,0.0,1.0,2020,2020-07,2020Q3
New York Times,2020-07-22,The Rise of Political Violence Threatens Democratic Norms Amid Growing Concerns,left,0.5485527870584699,-0.7184,0.7184,0.7184,politics,left,-1.0,0.5485527870584699,0.104,0.409,0.488,2020,2020-07,2020Q3
New York Times,2020-07-22,A Reckoning on Race Forces America to Confront Its Past | Opinion,left,0.5718891486076667,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.5718891486076667,0.0,0.134,0.866,2020,2020-07,2020Q3
Fox News,2020-07-22,Democrats' Spending Spree Will Bankrupt America - Report,right,0.4645800878299823,-0.5574,0.5574,0.5574,politics,right,1.0,0.4645800878299823,0.0,0.34,0.66,2020,2020-07,2020Q3
CNN,2020-07-22,Tech Giants Face Antitrust Scrutiny (Updated),center,0.4118168651542178,0.0,0.0,0.0,technology,center,0.0,0.4118168651542178,0.0,0.0,1.0,2020,2020-07,2020Q3
CNN,2020-07-22,Infrastructure Bill Passes After Months of Negotiations as Tensions Rise,left,0.5987046524147616,-0.4019,0.4019,0.4019,other,left,-1.0,0.5987046524147616,0.0,0.231,0.769,2020,2020-07,2020Q3
Washington Post,2020-07-22,Voting Rights Act Protections Weakened by Court Rulings,left,0.45835863666958154,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.45835863666958154,0.0,0.247,0.753,2020,2020-07,2020Q3
New York Times,2020-07-23,Inside the Growing Movement to Restrict Abortion Access (Updated),left,0.7196244967580457,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7196244967580457,0.15,0.23,0.619,2020,2020-07,2020Q3
CNN,2020-07-23,Supreme Court Rules on Landmark Voting Rights Case Sources Say,left,0.7640080149210465,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.7640080149210465,0.38,0.0,0.62,2020,2020-07,2020Q3
Fox News,2020-07-23,Parents Fight Back Against Critical Race Theory in Schools,left,0.6043364759036093,-0.5994,0.5994,0.5994,education,left,-1.0,0.6043364759036093,0.0,0.412,0.588,2020,2020-07,2020Q3
New York Times,2020-07-23,Inside the Growing Movement to Restrict Abortion Access,left,0.7343727186709754,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7343727186709754,0.165,0.252,0.583,2020,2020-07,2020Q3
Fox News,2020-07-23,Parents Fight Back Against Critical Race Theory in Schools,left,0.6043364759036093,-0.5994,0.5994,0.5994,education,left,-1.0,0.6043364759036093,0.0,0.412,0.588,2020,2020-07,2020Q3
Fox News,2020-07-23,Americans Fed Up With Rising Gas Prices Under Biden as Tensions Rise,left,0.4249947929731053,-0.4019,0.4019,0.4019,politics,left,-1.0,0.4249947929731053,0.0,0.197,0.803,2020,2020-07,2020Q3
Washington Post,2020-07-23,Fact Checker: Political Claims on Immigration Miss the Mark as Tensions Rise,left,0.5685032076461846,-0.5106,0.5106,0.5106,politics,left,-1.0,0.5685032076461846,0.0,0.301,0.699,2020,2020-07,2020Q3
CNN,2020-07-23,Democrats Push for Expanded Social Safety Net,left,0.49477586973596693,0.4215,0.4215,0.4215,politics,left,-1.0,0.49477586973596693,0.318,0.0,0.682,2020,2020-07,2020Q3
Fox News,2020-07-24,Second Amendment Rights Under Attack by Democrats (Updated),right,0.49380812385061407,-0.4767,0.4767,0.4767,politics,right,1.0,0.49380812385061407,0.0,0.307,0.693,2020,2020-07,2020Q3
New York Times,2020-07-24,Investigating the Roots of the January 6 Capitol Breach,right,0.48304503432811025,0.0,0.0,0.0,other,right,1.0,0.48304503432811025,0.0,0.0,1.0,2020,2020-07,2020Q3
New York Times,2020-07-24,Rural America Faces a Growing Healthcare Desert Amid Growing Concerns,left,0.42704487622973697,0.34,0.34,0.34,healthcare,left,-1.0,0.42704487622973697,0.298,0.0,0.702,2020,2020-07,2020Q3
CNN,2020-07-24,Biden Administration Announces New Climate Targets - Report,left,0.43582206158940956,0.0,0.0,0.0,politics,left,-1.0,0.43582206158940956,0.0,0.0,1.0,2020,2020-07,2020Q3
Washington Post,2020-07-24,Police Reform Measures Face Resistance in State Legislatures | Opinion,left,0.5657749561307589,0.0,0.0,0.0,crime,left,-1.0,0.5657749561307589,0.0,0.0,1.0,2020,2020-07,2020Q3
CNN,2020-07-24,Racial Justice Protests Sweep the Nation (Updated),left,0.49983052838879494,0.3612,0.3612,0.3612,social_issues,left,-1.0,0.49983052838879494,0.33,0.184,0.485,2020,2020-07,2020Q3
CNN,2020-07-24,Infrastructure Bill Passes After Months of Negotiations Amid Growing Concerns,left,0.575968074050753,0.1779,0.1779,0.1779,other,left,-1.0,0.575968074050753,0.159,0.0,0.841,2020,2020-07,2020Q3
Washington Post,2020-07-24,Analysis: Democracy Faces Its Greatest Test in Decades - Report,left,0.4801159133481898,0.6369,0.6369,0.6369,other,left,-1.0,0.4801159133481898,0.318,0.0,0.682,2020,2020-07,2020Q3
CNN,2020-07-25,Tech Giants Face Antitrust Scrutiny - Report,center,0.5934018670067372,0.0,0.0,0.0,technology,center,0.0,0.5934018670067372,0.0,0.0,1.0,2020,2020-07,2020Q3
Washington Post,2020-07-25,Fact Checker: Political Claims on Immigration Miss the Mark (Updated),left,0.5187226760626311,-0.1531,0.1531,0.1531,politics,left,-1.0,0.5187226760626311,0.0,0.151,0.849,2020,2020-07,2020Q3
Fox News,2020-07-25,Democrats' Spending Spree Will Bankrupt America,right,0.38892291314834426,-0.5574,0.5574,0.5574,politics,right,1.0,0.38892291314834426,0.0,0.419,0.581,2020,2020-07,2020Q3
CNN,2020-07-25,Gun Violence Epidemic Sparks Renewed Calls for Action,left,0.45208439481770346,-0.7579,0.7579,0.7579,crime,left,-1.0,0.45208439481770346,0.0,0.52,0.48,2020,2020-07,2020Q3
CNN,2020-07-25,Supreme Court Rules on Landmark Voting Rights Case (Updated),left,0.557710334491617,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.557710334491617,0.412,0.0,0.588,2020,2020-07,2020Q3
Fox News,2020-07-25,Democrats' Spending Spree Will Bankrupt America (Updated),right,0.4467917660929652,-0.5574,0.5574,0.5574,politics,right,1.0,0.4467917660929652,0.0,0.375,0.625,2020,2020-07,2020Q3
Washington Post,2020-07-25,The Quiet Crisis: How Climate Change Is Reshaping American Cities Amid Growing Concerns,left,0.502383236352528,-0.5267,0.5267,0.5267,climate,left,-1.0,0.502383236352528,0.101,0.244,0.655,2020,2020-07,2020Q3
CNN,2020-07-26,Trump Administration Faces Backlash Over Immigration Policy - Report,center,0.46159851626531073,0.0,0.0,0.0,politics,center,0.0,0.46159851626531073,0.0,0.0,1.0,2020,2020-07,2020Q3
Washington Post,2020-07-26,Wealth Gap Between Richest and Poorest Americans Hits Record in Latest Development,left,0.4650849952924652,0.4767,0.4767,0.4767,other,left,-1.0,0.4650849952924652,0.346,0.183,0.471,2020,2020-07,2020Q3
New York Times,2020-07-27,A Reckoning on Race Forces America to Confront Its Past,left,0.5775712223953463,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.5775712223953463,0.0,0.159,0.841,2020,2020-07,2020Q3
Washington Post,2020-07-27,Police Reform Measures Face Resistance in State Legislatures Amid Growing Concerns,left,0.5500607963569438,0.1779,0.1779,0.1779,crime,left,-1.0,0.5500607963569438,0.145,0.0,0.855,2020,2020-07,2020Q3
Fox News,2020-07-27,Small Business Owners Crushed by New Regulations - Report,right,0.4421658068805191,-0.4215,0.4215,0.4215,economy,right,1.0,0.4421658068805191,0.0,0.259,0.741,2020,2020-07,2020Q3
CNN,2020-07-27,Supreme Court Rules on Landmark Voting Rights Case | Opinion,left,0.5935234641756376,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.5935234641756376,0.38,0.0,0.62,2020,2020-07,2020Q3
New York Times,2020-07-27,Investigating the Roots of the January 6 Capitol Breach,right,0.48304503432811025,0.0,0.0,0.0,other,right,1.0,0.48304503432811025,0.0,0.0,1.0,2020,2020-07,2020Q3
Washington Post,2020-07-27,Education Gaps Widen as Pandemic Disrupts Learning as Tensions Rise,left,0.4865830165457492,-0.4019,0.4019,0.4019,healthcare,left,-1.0,0.4865830165457492,0.0,0.231,0.769,2020,2020-07,2020Q3
Fox News,2020-07-27,Law Enforcement Officers Demoralized by Defund Movement Amid Growing Concerns,left,0.47346151846249657,-0.2263,0.2263,0.2263,foreign_policy,left,-1.0,0.47346151846249657,0.138,0.211,0.65,2020,2020-07,2020Q3
Washington Post,2020-07-27,Inside the Battle for the Future of the Republican Party | Opinion,left,0.7276974705186812,0.0258,0.0258,0.0258,politics,left,-1.0,0.7276974705186812,0.176,0.17,0.654,2020,2020-07,2020Q3
Fox News,2020-07-28,Energy Independence Sacrificed for Green New Deal,left,0.42084270743183455,0.2732,0.2732,0.2732,climate,left,-1.0,0.42084270743183455,0.259,0.0,0.741,2020,2020-07,2020Q3
New York Times,2020-07-28,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2020,2020-07,2020Q3
Fox News,2020-07-28,Trump Rally Draws Massive Crowds Across Nation,right,0.4768137746119572,0.0,0.0,0.0,politics,right,1.0,0.4768137746119572,0.0,0.0,1.0,2020,2020-07,2020Q3
CNN,2020-08-01,Democrats Push for Expanded Social Safety Net,left,0.49477586973596693,0.4215,0.4215,0.4215,politics,left,-1.0,0.49477586973596693,0.318,0.0,0.682,2020,2020-08,2020Q3
New York Times,2020-08-01,The Pandemic Changed How Americans Work. There's No Going Back. as Tensions Rise,left,0.7359440279216684,-0.5994,0.5994,0.5994,healthcare,left,-1.0,0.7359440279216684,0.0,0.308,0.692,2020,2020-08,2020Q3
Fox News,2020-08-01,Democrats' Spending Spree Will Bankrupt America Sources Say,left,0.657794098662798,-0.5574,0.5574,0.5574,politics,left,-1.0,0.657794098662798,0.0,0.34,0.66,2020,2020-08,2020Q3
Fox News,2020-08-02,Cancel Culture Claims Another Victim | Opinion,right,0.6099064567113122,-0.4767,0.4767,0.4767,technology,right,1.0,0.6099064567113122,0.0,0.451,0.549,2020,2020-08,2020Q3
CNN,2020-08-02,Breaking: Climate Change Report Warns of Dire Consequences | Opinion,left,0.4069231361519888,-0.5267,0.5267,0.5267,climate,left,-1.0,0.4069231361519888,0.0,0.355,0.645,2020,2020-08,2020Q3
CNN,2020-08-02,Economy Shows Signs of Recovery Amid Pandemic Amid Growing Concerns,left,0.5205149796844589,0.1779,0.1779,0.1779,economy,left,-1.0,0.5205149796844589,0.159,0.0,0.841,2020,2020-08,2020Q3
Washington Post,2020-08-02,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-03,Trump Administration Faces Backlash Over Immigration Policy in Latest Development,right,0.369424102526227,0.0,0.0,0.0,politics,right,1.0,0.369424102526227,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-03,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-03,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-03,Illegal Immigration Costs Taxpayers Billions in Latest Development,right,0.7117549289273051,-0.5574,0.5574,0.5574,economy,right,1.0,0.7117549289273051,0.0,0.34,0.66,2020,2020-08,2020Q3
Washington Post,2020-08-03,How Disinformation Campaigns Are Eroding Public Trust | Opinion,left,0.4767734317689603,0.5106,0.5106,0.5106,politics,left,-1.0,0.4767734317689603,0.292,0.0,0.708,2020,2020-08,2020Q3
Washington Post,2020-08-03,Wealth Gap Between Richest and Poorest Americans Hits Record | Opinion,left,0.5316047784864266,0.4767,0.4767,0.4767,other,left,-1.0,0.5316047784864266,0.365,0.193,0.442,2020,2020-08,2020Q3
Washington Post,2020-08-03,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-04,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2020,2020-08,2020Q3
New York Times,2020-08-04,Mental Health Crisis Among Young Americans Deepens as Tensions Rise,left,0.5354255377714506,-0.7783,0.7783,0.7783,healthcare,left,-1.0,0.5354255377714506,0.0,0.459,0.541,2020,2020-08,2020Q3
New York Times,2020-08-04,Immigration Reform Remains Elusive Despite Bipartisan Support as Tensions Rise,left,0.6132376994734005,-0.607,0.607,0.607,politics,left,-1.0,0.6132376994734005,0.0,0.383,0.617,2020,2020-08,2020Q3
CNN,2020-08-04,Experts Warn of Growing Inequality in America Amid Growing Concerns,left,0.706086101898221,0.25,0.25,0.25,foreign_policy,left,-1.0,0.706086101898221,0.288,0.119,0.593,2020,2020-08,2020Q3
CNN,2020-08-04,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-04,Global Supply Chain Disruptions Reshape the Economy as Tensions Rise,center,0.3883526717397246,-0.6249,0.6249,0.6249,economy,center,0.0,0.3883526717397246,0.0,0.389,0.611,2020,2020-08,2020Q3
Washington Post,2020-08-05,Inside the Battle for the Future of the Republican Party Sources Say,left,0.8498331950350809,0.0258,0.0258,0.0258,politics,left,-1.0,0.8498331950350809,0.176,0.17,0.654,2020,2020-08,2020Q3
New York Times,2020-08-05,The Pandemic Changed How Americans Work. There's No Going Back. in Latest Development,left,0.6542619667342624,-0.296,0.296,0.296,healthcare,left,-1.0,0.6542619667342624,0.0,0.155,0.845,2020,2020-08,2020Q3
New York Times,2020-08-05,Tech Giants Wield Unprecedented Power Over Public Discourse as Tensions Rise,left,0.4082191247811622,-0.4019,0.4019,0.4019,technology,left,-1.0,0.4082191247811622,0.0,0.213,0.787,2020,2020-08,2020Q3
Fox News,2020-08-05,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2020,2020-08,2020Q3
New York Times,2020-08-05,Inside the Growing Movement to Restrict Abortion Access,left,0.7343727186709754,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7343727186709754,0.165,0.252,0.583,2020,2020-08,2020Q3
Washington Post,2020-08-06,The Quiet Crisis: How Climate Change Is Reshaping American Cities,left,0.48905786783097155,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48905786783097155,0.0,0.313,0.687,2020,2020-08,2020Q3
CNN,2020-08-06,Healthcare Reform Battle Heats Up in Congress - Report,left,0.423625984772763,-0.3818,0.3818,0.3818,politics,left,-1.0,0.423625984772763,0.0,0.245,0.755,2020,2020-08,2020Q3
Washington Post,2020-08-06,The Quiet Crisis: How Climate Change Is Reshaping American Cities (Updated),left,0.48141288356357465,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48141288356357465,0.0,0.291,0.709,2020,2020-08,2020Q3
Fox News,2020-08-06,Trump Rally Draws Massive Crowds Across Nation,right,0.4768137746119572,0.0,0.0,0.0,politics,right,1.0,0.4768137746119572,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-06,Investigation: Corporate Lobbying Undermines Environmental Rules | Opinion,left,0.5509498788428469,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5509498788428469,0.0,0.381,0.619,2020,2020-08,2020Q3
Fox News,2020-08-06,Big Tech Censorship of Conservative Voices Continues,right,0.4648989786989323,0.0,0.0,0.0,technology,right,1.0,0.4648989786989323,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-06,Energy Independence Sacrificed for Green New Deal,left,0.42084270743183455,0.2732,0.2732,0.2732,climate,left,-1.0,0.42084270743183455,0.259,0.0,0.741,2020,2020-08,2020Q3
New York Times,2020-08-07,Tech Giants Wield Unprecedented Power Over Public Discourse Sources Say,left,0.649518669562405,0.0,0.0,0.0,technology,left,-1.0,0.649518669562405,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-07,A Reckoning on Race Forces America to Confront Its Past in Latest Development,left,0.48247549733951195,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.48247549733951195,0.0,0.124,0.876,2020,2020-08,2020Q3
Washington Post,2020-08-07,Tech Regulation Stalls as Industry Influence Grows | Opinion,right,0.45528120677913125,0.0,0.0,0.0,technology,right,1.0,0.45528120677913125,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-07,How Gerrymandering Threatens Fair Representation | Opinion,left,0.5592548346028295,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5592548346028295,0.232,0.263,0.505,2020,2020-08,2020Q3
Washington Post,2020-08-07,Analysis: Democracy Faces Its Greatest Test in Decades Amid Growing Concerns,left,0.5931983837735006,0.7096,0.7096,0.7096,other,left,-1.0,0.5931983837735006,0.396,0.0,0.604,2020,2020-08,2020Q3
Washington Post,2020-08-07,The Quiet Crisis: How Climate Change Is Reshaping American Cities (Updated),left,0.48141288356357465,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48141288356357465,0.0,0.291,0.709,2020,2020-08,2020Q3
Washington Post,2020-08-08,How Disinformation Campaigns Are Eroding Public Trust in Latest Development,left,0.3978336641805502,0.5106,0.5106,0.5106,politics,left,-1.0,0.3978336641805502,0.268,0.0,0.732,2020,2020-08,2020Q3
CNN,2020-08-08,Deadly Shooting Highlights Gun Control Debate | Opinion,left,0.607806829673972,-0.34,0.34,0.34,crime,left,-1.0,0.607806829673972,0.0,0.255,0.745,2020,2020-08,2020Q3
CNN,2020-08-09,Gun Violence Epidemic Sparks Renewed Calls for Action,left,0.45208439481770346,-0.7579,0.7579,0.7579,crime,left,-1.0,0.45208439481770346,0.0,0.52,0.48,2020,2020-08,2020Q3
Fox News,2020-08-09,Inflation Surge Threatens American Families Sources Say,left,0.6751434355125074,-0.3818,0.3818,0.3818,economy,left,-1.0,0.6751434355125074,0.0,0.302,0.698,2020,2020-08,2020Q3
Washington Post,2020-08-09,How Gerrymandering Threatens Fair Representation - Report,left,0.3494172092691362,-0.0772,0.0772,0.0772,technology,left,-1.0,0.3494172092691362,0.232,0.263,0.505,2020,2020-08,2020Q3
New York Times,2020-08-09,The Pandemic Changed How Americans Work. There's No Going Back. Amid Growing Concerns,left,0.7013611993476183,-0.128,0.128,0.128,healthcare,left,-1.0,0.7013611993476183,0.114,0.148,0.738,2020,2020-08,2020Q3
New York Times,2020-08-10,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2020,2020-08,2020Q3
Washington Post,2020-08-10,Education Gaps Widen as Pandemic Disrupts Learning Amid Growing Concerns,left,0.47854706884463355,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.47854706884463355,0.159,0.0,0.841,2020,2020-08,2020Q3
Fox News,2020-08-10,Biden's Border Crisis Reaches New Heights | Opinion,right,0.5406306942623446,-0.5994,0.5994,0.5994,politics,right,1.0,0.5406306942623446,0.106,0.363,0.531,2020,2020-08,2020Q3
Fox News,2020-08-10,Illegal Immigration Costs Taxpayers Billions as Tensions Rise,right,0.5044210462366793,-0.743,0.743,0.743,economy,right,1.0,0.5044210462366793,0.0,0.512,0.488,2020,2020-08,2020Q3
Washington Post,2020-08-10,The Filibuster Debate: What's Really at Stake Amid Growing Concerns,left,0.5629973076032999,0.1779,0.1779,0.1779,other,left,-1.0,0.5629973076032999,0.159,0.0,0.841,2020,2020-08,2020Q3
Fox News,2020-08-10,Second Amendment Rights Under Attack by Democrats,right,0.44133103259195494,-0.4767,0.4767,0.4767,politics,right,1.0,0.44133103259195494,0.0,0.341,0.659,2020,2020-08,2020Q3
Washington Post,2020-08-10,The Quiet Crisis: How Climate Change Is Reshaping American Cities,left,0.48905786783097155,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48905786783097155,0.0,0.313,0.687,2020,2020-08,2020Q3
Fox News,2020-08-10,Hunter Biden Laptop Scandal Media Coverup Exposed as Tensions Rise,right,0.5925173881133267,-0.7096,0.7096,0.7096,politics,right,1.0,0.5925173881133267,0.0,0.496,0.504,2020,2020-08,2020Q3
Fox News,2020-08-10,Small Business Owners Crushed by New Regulations,right,0.3857856400708445,-0.4215,0.4215,0.4215,economy,right,1.0,0.3857856400708445,0.0,0.318,0.682,2020,2020-08,2020Q3
Washington Post,2020-08-11,Fact Checker: Political Claims on Immigration Miss the Mark Sources Say,left,0.7730757342803608,-0.1531,0.1531,0.1531,politics,left,-1.0,0.7730757342803608,0.0,0.138,0.862,2020,2020-08,2020Q3
CNN,2020-08-11,Biden Administration Announces New Climate Targets,left,0.5556620184853034,0.0,0.0,0.0,politics,left,-1.0,0.5556620184853034,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-11,How Misinformation Became a Public Health Crisis as Tensions Rise,left,0.5102674987171331,-0.8442,0.8442,0.8442,healthcare,left,-1.0,0.5102674987171331,0.0,0.565,0.435,2020,2020-08,2020Q3
New York Times,2020-08-11,A Reckoning on Race Forces America to Confront Its Past - Report,left,0.436341872012858,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.436341872012858,0.0,0.134,0.866,2020,2020-08,2020Q3
CNN,2020-08-11,Economy Shows Signs of Recovery Amid Pandemic as Tensions Rise,left,0.5329295909659835,-0.4019,0.4019,0.4019,economy,left,-1.0,0.5329295909659835,0.0,0.231,0.769,2020,2020-08,2020Q3
Fox News,2020-08-11,Hunter Biden Laptop Scandal Media Coverup Exposed | Opinion,right,0.7648040418430664,-0.4939,0.4939,0.4939,politics,right,1.0,0.7648040418430664,0.0,0.375,0.625,2020,2020-08,2020Q3
Washington Post,2020-08-11,Police Reform Measures Face Resistance in State Legislatures Amid Growing Concerns,left,0.5500607963569438,0.1779,0.1779,0.1779,crime,left,-1.0,0.5500607963569438,0.145,0.0,0.855,2020,2020-08,2020Q3
Fox News,2020-08-12,Biden's Border Crisis Reaches New Heights in Latest Development,right,0.5685426095599869,-0.5994,0.5994,0.5994,politics,right,1.0,0.5685426095599869,0.098,0.333,0.569,2020,2020-08,2020Q3
New York Times,2020-08-12,The Struggle for Affordable Housing in America's Cities Amid Growing Concerns,left,0.45731412160594664,-0.1531,0.1531,0.1531,other,left,-1.0,0.45731412160594664,0.131,0.177,0.692,2020,2020-08,2020Q3
Washington Post,2020-08-12,Education Gaps Widen as Pandemic Disrupts Learning Sources Say,left,0.6933524221035182,0.0,0.0,0.0,healthcare,left,-1.0,0.6933524221035182,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-12,Energy Independence Sacrificed for Green New Deal,left,0.42084270743183455,0.2732,0.2732,0.2732,climate,left,-1.0,0.42084270743183455,0.259,0.0,0.741,2020,2020-08,2020Q3
Washington Post,2020-08-12,Investigation: Corporate Lobbying Undermines Environmental Rules Amid Growing Concerns,left,0.5352934806227044,-0.25,0.25,0.25,climate,left,-1.0,0.5352934806227044,0.149,0.325,0.526,2020,2020-08,2020Q3
CNN,2020-08-12,Tech Giants Face Antitrust Scrutiny,center,0.5249018058071586,0.0,0.0,0.0,technology,center,0.0,0.5249018058071586,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-12,Global Supply Chain Disruptions Reshape the Economy,center,0.3504342103750114,-0.34,0.34,0.34,economy,center,0.0,0.3504342103750114,0.0,0.286,0.714,2020,2020-08,2020Q3
Fox News,2020-08-12,Inflation Surge Threatens American Families - Report,center,0.36498701302650566,-0.3818,0.3818,0.3818,economy,center,0.0,0.36498701302650566,0.0,0.302,0.698,2020,2020-08,2020Q3
Washington Post,2020-08-13,Analysis: Democracy Faces Its Greatest Test in Decades - Report,left,0.4801159133481898,0.6369,0.6369,0.6369,other,left,-1.0,0.4801159133481898,0.318,0.0,0.682,2020,2020-08,2020Q3
CNN,2020-08-13,Breaking: Climate Change Report Warns of Dire Consequences,left,0.3915719132555969,-0.5267,0.5267,0.5267,climate,left,-1.0,0.3915719132555969,0.0,0.423,0.577,2020,2020-08,2020Q3
Fox News,2020-08-13,Small Business Owners Crushed by New Regulations (Updated),right,0.4322209697407508,-0.4215,0.4215,0.4215,economy,right,1.0,0.4322209697407508,0.0,0.286,0.714,2020,2020-08,2020Q3
Washington Post,2020-08-13,How Gerrymandering Threatens Fair Representation as Tensions Rise,left,0.5489866472890951,-0.4588,0.4588,0.4588,technology,left,-1.0,0.5489866472890951,0.183,0.421,0.397,2020,2020-08,2020Q3
Washington Post,2020-08-13,Tech Regulation Stalls as Industry Influence Grows Sources Say,left,0.6118287562694714,0.0,0.0,0.0,technology,left,-1.0,0.6118287562694714,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-13,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2020,2020-08,2020Q3
